subjID,gamble,gain,loss,cert,lambda,rho,mu,ip_m,ip_g
1,0,17,0,6,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,22,5,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,22,3,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,21,3,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,26,4,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,26,4,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,21,0,4,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,17,0,5,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,24,5,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,19,8,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,22,4,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,21,8,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,22,6,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,19,5,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,17,0,7,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,21,8,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,19,0,7,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,23,0,5,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,24,6,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,26,10,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,20,8,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,24,4,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,21,0,6,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,23,0,7,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,21,10,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,19,0,3,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,26,2,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,21,0,7,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,26,8,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,26,2,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,24,4,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,19,10,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,22,4,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,18,2,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,21,6,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,19,3,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,26,6,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,18,5,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,19,0,4,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,20,3,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,20,6,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,22,10,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,24,8,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,15,0,5,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,18,4,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,21,0,3,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,22,6,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,21,5,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,19,5,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,19,2,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,21,2,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,26,3,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,17,0,3,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,17,0,7,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,17,0,4,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,19,10,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,22,5,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,24,10,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,15,0,6,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,15,0,6,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,19,4,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,21,0,6,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,21,0,3,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,22,8,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,26,3,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,18,8,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,20,4,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,24,3,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,20,5,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,20,3,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,17,0,3,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,23,0,4,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,23,0,6,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,21,5,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,17,0,6,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,21,3,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,18,2,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,24,8,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,15,0,4,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,20,6,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,24,3,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,15,0,7,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,26,6,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,20,8,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,15,0,4,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,21,6,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,22,8,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,1,23,0,4,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,19,0,6,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,15,0,7,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,18,10,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
1,0,18,8,0,2.88481803806431,0.803414286648156,0.404069995642574,8.01766383774354,4.31933282452421
2,0,17,0,7,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,17,4,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,21,10,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,15,0,4,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,13,0,6,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,20,10,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,17,0,5,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,17,6,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,20,5,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,20,3,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,17,10,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,18,2,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,18,4,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,15,0,7,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,9,0,7,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,20,10,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,19,5,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,17,3,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,17,8,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,25,3,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,9,0,3,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,19,4,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,15,0,3,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,23,5,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,23,4,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,11,0,5,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,18,3,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,13,0,5,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,17,0,4,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,17,0,6,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,13,0,7,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,19,10,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,13,0,4,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,11,0,3,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,20,2,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,9,0,4,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,18,2,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,15,0,4,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,21,3,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,17,0,4,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,25,8,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,17,2,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,21,10,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,23,3,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,18,8,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,15,0,6,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,19,6,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,23,8,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,18,5,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,25,5,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,18,8,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,9,0,7,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,13,0,7,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,15,0,5,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,17,0,3,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,23,10,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,17,0,6,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,15,0,3,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,23,6,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,21,3,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,13,0,4,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,19,6,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,17,6,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,13,0,3,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,18,6,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,19,5,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,15,0,7,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,25,4,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,13,0,3,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,25,3,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,25,10,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,23,6,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,13,0,5,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,13,0,6,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,21,4,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,25,2,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,18,6,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,20,8,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,11,0,6,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,25,10,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,15,0,6,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,19,8,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,11,0,3,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,11,0,7,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,9,0,3,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,23,10,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,18,10,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,11,0,7,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,21,6,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,23,2,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,9,0,6,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,17,5,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,21,5,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,20,4,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,20,6,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,9,0,6,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,19,3,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,18,3,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,20,5,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,19,10,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,17,2,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,17,0,7,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,20,6,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,18,5,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,11,0,4,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,15,0,5,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,17,0,3,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,21,6,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,25,4,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,9,0,4,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,20,2,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,19,2,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,20,4,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,11,0,6,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,21,4,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,19,2,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,25,5,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,23,4,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,17,10,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,19,8,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,17,3,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,17,4,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,23,3,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,17,8,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,21,5,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,0,21,8,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,23,8,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,18,10,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,25,8,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
2,1,21,2,0,1.24526511764197,0.576411504485698,0.705924971256948,7.60629303782669,1.65183550788212
