,index,rt,response,subj_idx,trial_type
70,32,0.8851389669156695,0.0,0,101
71,13,1.0641389669197368,1.0,0,101
72,19,1.2681389669198049,1.0,0,101
73,102,1.5104750135593092,1.0,0,102
74,36,1.0111389669157116,0.0,0,101
75,62,1.1611389669197691,1.0,0,101
76,59,1.7211389669199562,1.0,0,101
77,99,0.7974750135590711,1.0,0,102
78,5,1.427138966919858,1.0,0,101
79,120,1.8044750135554,0.0,0,102
80,64,0.8641389669156625,0.0,0,101
81,144,0.9254750135551064,0.0,0,102
82,133,0.9304750135591155,1.0,0,102
83,100,1.1864750135551936,0.0,0,102
84,110,0.7704750135590621,1.0,0,102
85,8,0.966138966919704,1.0,0,101
86,127,0.8014750135590725,1.0,0,102
87,18,1.3361389669198276,1.0,0,101
88,29,1.634138966919927,1.0,0,101
89,107,1.2694750135552213,0.0,0,102
90,26,1.0921389669157386,0.0,0,101
91,82,0.8431389669156555,0.0,0,101
92,55,1.018138966915714,0.0,0,101
93,92,1.2391389669157877,0.0,0,101
94,35,1.1981389669197815,1.0,0,101
95,117,1.2244750135552063,0.0,0,102
96,118,1.0614750135551518,0.0,0,102
97,129,0.9404750135591189,1.0,0,102
98,7,0.9331389669156855,0.0,0,101
99,122,1.108475013559175,1.0,0,102
100,27,1.3491389669158245,0.0,0,101
101,1,1.1351389669197605,1.0,0,101
102,70,1.8571389669200016,1.0,0,101
103,22,0.8731389669156655,0.0,0,101
104,10,1.0421389669197294,1.0,0,101
105,25,0.9681389669197047,1.0,0,101
106,119,1.1014750135591727,1.0,0,102
107,63,1.8261389669159838,0.0,0,101
108,87,0.9211389669156815,0.0,0,101
109,42,0.900138966919682,1.0,0,101
110,80,2.2641389669201377,1.0,0,101
111,142,0.8474750135590878,1.0,0,102
112,65,0.8481389669156572,0.0,0,101
113,43,1.4661389669158635,0.0,0,101
114,146,1.2224750135552056,0.0,0,102
115,3,0.8921389669196793,1.0,0,101
116,61,0.7531389669156254,0.0,0,101
117,68,1.7241389669159497,0.0,0,101
118,83,1.0911389669157383,0.0,0,101
119,72,1.40313896691985,1.0,0,101
120,54,0.89413896691968,1.0,0,101
121,143,1.6464750135553472,0.0,0,102
122,16,1.1831389669197765,1.0,0,101
123,88,1.2751389669198072,1.0,0,101
124,134,0.9344750135591169,1.0,0,102
125,14,1.056138966919734,1.0,0,101
126,34,0.9251389669196903,1.0,0,101
127,111,0.9454750135551131,0.0,0,102
128,97,1.2301389669197922,1.0,0,101
129,73,1.059138966919735,1.0,0,101
130,17,1.8021389669199832,1.0,0,101
131,141,1.1134750135551692,0.0,0,102
132,126,1.1104750135551682,0.0,0,102
133,90,1.8421389669199966,1.0,0,101
134,50,3.0051389669163777,0.0,0,101
135,145,1.1374750135591847,1.0,0,102
136,38,0.9041389669196833,1.0,0,101
137,33,0.8591389669156608,0.0,0,101
138,86,2.618138966920256,1.0,0,101
139,69,1.2931389669198132,1.0,0,101
140,136,1.0824750135591663,1.0,0,102
141,2,0.8651389669196703,1.0,0,101
142,113,0.7384750135590514,1.0,0,102
143,57,0.8811389669196756,1.0,0,101
144,89,0.7671389669156301,0.0,0,101
145,81,1.0021389669157086,0.0,0,101
146,135,1.3474750135552473,0.0,0,102
147,28,1.0281389669197247,1.0,0,101
148,5,0.8601385799819338,1.0,1,101
149,38,1.3591385799780928,0.0,1,101
150,53,1.532138579982158,1.0,1,101
151,96,1.6421385799821948,1.0,1,101
152,32,0.777138579981906,1.0,1,101
153,90,0.8301385799819238,1.0,1,101
154,67,1.0141385799779776,0.0,1,101
155,19,1.9371385799782859,0.0,1,101
156,110,1.0348080327524367,1.0,1,102
157,129,0.952808032748402,0.0,1,102
158,95,0.87113857997793,0.0,1,101
159,9,2.7351385799825607,1.0,1,101
160,46,1.1601385799820338,1.0,1,101
161,144,0.9978080327524245,1.0,1,102
162,69,1.069138579977996,0.0,1,101
163,77,1.2181385799820532,1.0,1,101
164,10,1.3441385799820953,1.0,1,101
165,25,0.8221385799819211,1.0,1,101
166,48,0.9831385799779674,0.0,1,101
167,126,1.3478080327485338,0.0,1,102
168,145,1.9598080327527456,1.0,1,102
169,137,1.7688080327526818,1.0,1,102
170,92,1.3181385799780792,0.0,1,101
171,31,0.862138579977927,0.0,1,101
172,86,1.4951385799781383,0.0,1,101
173,47,0.9901385799779697,0.0,1,101
174,63,1.6291385799821905,1.0,1,101
175,119,0.9008080327483846,0.0,1,102
176,108,1.3698080327525486,1.0,1,102
177,138,1.141808032748465,0.0,1,102
178,36,2.1401385799783537,0.0,1,101
179,133,1.0378080327484303,0.0,1,102
180,8,1.765138579982236,1.0,1,101
181,37,0.7741385799778976,0.0,1,101
182,27,1.1761385799820392,1.0,1,101
183,28,0.8581385799779256,0.0,1,101
184,52,0.8371385799819261,1.0,1,101
185,124,1.2478080327485004,0.0,1,102
186,4,1.2251385799820556,1.0,1,101
187,57,0.9441385799819618,1.0,1,101
188,43,1.1431385799780207,0.0,1,101
189,122,0.8088080327523613,1.0,1,102
190,81,0.9151385799819521,1.0,1,101
191,65,1.3531385799820983,1.0,1,101
192,141,0.9028080327523927,1.0,1,102
193,56,1.4371385799821264,1.0,1,101
194,71,0.919138579977946,0.0,1,101
195,7,1.3351385799780848,0.0,1,101
196,143,1.2148080327484894,0.0,1,102
197,20,0.8851385799779347,0.0,1,101
198,88,0.9801385799819738,1.0,1,101
199,111,1.131808032752469,1.0,1,102
200,82,1.1571385799780254,0.0,1,101
201,23,1.0521385799779903,0.0,1,101
202,45,2.1001385799783403,0.0,1,101
203,91,1.243138579978054,0.0,1,101
204,106,0.9798080327524185,1.0,1,102
205,74,1.1681385799820365,1.0,1,101
206,83,0.762138579981901,1.0,1,101
207,64,0.8721385799819378,1.0,1,101
208,6,1.2141385799780444,0.0,1,101
209,87,0.9661385799779617,0.0,1,101
210,135,0.8948080327523901,1.0,1,102
211,22,1.017138579981986,1.0,1,101
212,14,0.817138579977912,0.0,1,101
213,21,0.8941385799819451,1.0,1,101
214,139,1.3728080327485421,0.0,1,102
215,35,2.1201385799823544,1.0,1,101
216,50,2.218138579982387,1.0,1,101
217,78,1.2571385799780588,0.0,1,101
218,101,1.1728080327484753,0.0,1,102
219,84,0.9091385799779427,0.0,1,101
220,72,1.385138579982109,1.0,1,101
221,114,1.2788080327525182,1.0,1,102
222,60,0.8871385799819428,1.0,1,101
223,29,0.7581385799818997,1.0,1,101
224,115,1.2158080327484897,0.0,1,102
225,39,1.4821385799821414,1.0,1,101
226,85,1.8331385799822586,1.0,1,101
227,68,0.7781385799819064,1.0,1,101
228,26,0.898138579977939,0.0,1,101
229,49,1.210138579978043,0.0,1,101
230,132,0.8758080327523837,1.0,1,102
231,127,1.346808032752541,1.0,1,102
232,18,0.9941385799779711,0.0,1,101
233,146,2.005808032752761,1.0,1,102
234,75,0.9661385799819692,1.0,1,101
235,118,0.8508080327483679,0.0,1,102
236,89,1.3751385799821056,1.0,1,101
237,15,0.9361385799819592,1.0,1,101
238,12,2.074138579982339,1.0,1,101
239,97,2.336138579978419,0.0,1,101
240,44,1.1141385799820185,1.0,1,101
241,142,1.2678080327525145,1.0,1,102
242,76,0.9831385799819748,1.0,1,101
243,116,0.913808032748389,0.0,1,102
244,121,1.9678080327527483,1.0,1,102
245,140,1.4648080327485729,0.0,1,102
246,13,1.8871385799782692,0.0,1,101
247,109,0.825808032752367,1.0,1,102
248,104,1.023808032752433,1.0,1,102
249,1,1.0551385799779913,0.0,1,101
250,55,0.8821385799779337,0.0,1,101
251,105,1.7758080327486767,0.0,1,102
252,103,1.4888080327485809,0.0,1,102
253,120,1.0938080327524564,1.0,1,102
254,40,0.9221385799819545,1.0,1,101
255,42,1.1281385799820232,1.0,1,101
256,33,1.7601385799782268,0.0,1,101
257,123,0.8238080327483589,0.0,1,102
258,34,1.4861385799821427,1.0,1,101
259,80,0.9411385799779534,0.0,1,101
260,117,0.8548080327483693,0.0,1,102
261,62,1.503138579978141,0.0,1,101
262,2,1.105138579978008,0.0,1,101
263,136,1.3458080327525406,1.0,1,102
264,54,1.3471385799820963,1.0,1,101
265,0,1.1751385799780314,0.0,1,101
266,41,1.1571385799780254,0.0,1,101
267,102,1.4348080327485628,0.0,1,102
268,24,2.244138579982396,1.0,1,101
269,79,1.4141385799821187,1.0,1,101
270,94,0.8371385799779186,0.0,1,101
271,134,1.6728080327486423,0.0,1,102
272,30,0.9941385799819785,1.0,1,101
273,130,2.1358080327528044,1.0,1,102
274,99,1.707808032748654,0.0,1,102
275,125,1.4408080327525723,1.0,1,102
276,113,0.9488080327484006,0.0,1,102
277,59,1.5581385799821668,1.0,1,101
278,58,1.2851385799780681,0.0,1,101
279,70,0.8081385799819164,1.0,1,101
280,128,1.9688080327527486,1.0,1,102
281,131,0.8958080327483829,0.0,1,102
282,17,2.490138579982478,1.0,1,101
283,112,0.9698080327524151,1.0,1,102
284,16,0.9291385799819568,1.0,1,101
285,3,1.5881385799781693,0.0,1,101
286,93,1.1051385799820155,1.0,1,101
287,66,1.6761385799781987,0.0,1,101
288,147,1.6428080327486323,0.0,1,102
289,98,1.3988080327485508,0.0,1,102
290,73,1.963138579982302,1.0,1,101
291,100,2.4178080327528986,1.0,1,102
292,107,0.9698080327524151,1.0,1,102
293,11,1.138138579978019,0.0,1,101
294,61,1.135138579978018,0.0,1,101
295,51,2.5781385799825074,1.0,1,101
296,23,0.8217287435795041,0.0,2,101
297,39,0.8737287435835289,1.0,2,101
298,98,0.8829467370989426,1.0,2,102
299,46,2.3417287435800116,0.0,2,101
300,128,0.9339467370989596,1.0,2,102
301,113,1.5739467370991733,1.0,2,102
302,35,1.4737287435797217,0.0,2,101
303,94,1.0617287435835916,1.0,2,101
304,73,1.8217287435838454,1.0,2,101
305,86,1.2327287435836487,1.0,2,101
306,105,1.198946737099048,1.0,2,102
307,47,0.7577287435834902,1.0,2,101
308,132,0.8199467370989215,1.0,2,102
309,146,0.9319467370989589,1.0,2,102
310,145,2.72494673709555,0.0,2,102
311,116,0.9659467370989703,1.0,2,102
312,137,0.8859467370949361,0.0,2,102
313,59,1.4367287435797094,0.0,2,101
314,30,0.948728743583554,1.0,2,101
315,124,1.033946737098993,1.0,2,102
316,123,1.2609467370950613,0.0,2,102
317,107,0.8639467370989362,1.0,2,102
318,74,0.8217287435835116,1.0,2,101
319,133,1.0189467370949805,0.0,2,102
320,16,1.071728743583595,1.0,2,101
321,57,1.4307287435837148,1.0,2,101
322,83,1.0507287435795805,0.0,2,101
323,6,1.1597287435836243,1.0,2,101
324,85,1.4137287435837091,1.0,2,101
325,135,0.9089467370989512,1.0,2,102
326,126,0.7859467370989102,1.0,2,102
327,138,1.20494673709905,1.0,2,102
328,40,1.1487287435796132,0.0,2,101
329,136,1.1029467370950086,0.0,2,102
330,21,1.0547287435835893,1.0,2,101
331,121,0.8499467370989315,1.0,2,102
332,119,0.8739467370949321,0.0,2,102
333,65,0.9647287435835593,1.0,2,101
334,120,1.680946737099209,1.0,2,102
335,25,1.2867287435796593,0.0,2,101
336,1,1.1177287435796028,0.0,2,101
337,62,1.1167287435796025,0.0,2,101
338,66,0.8417287435835182,1.0,2,101
339,141,0.7969467370989138,1.0,2,102
340,34,0.9617287435795508,0.0,2,101
341,41,2.0977287435839376,1.0,2,101
342,38,1.3067287435836734,1.0,2,101
343,131,1.180946737099042,1.0,2,102
344,51,0.8977287435835369,1.0,2,101
345,19,0.8867287435795258,0.0,2,101
346,127,1.156946737099034,1.0,2,102
347,117,1.4649467370951295,0.0,2,102
348,10,1.5487287435797468,0.0,2,101
349,12,0.8657287435795188,0.0,2,101
350,14,0.9057287435795321,0.0,2,101
351,45,0.8167287435795024,0.0,2,101
352,27,0.8367287435795091,0.0,2,101
353,55,1.351728743579681,0.0,2,101
354,63,2.297728743579997,0.0,2,101
355,17,1.9977287435839042,1.0,2,101
356,91,1.0817287435835983,1.0,2,101
357,100,1.000946737098982,1.0,2,102
358,143,0.7959467370989135,1.0,2,102
359,15,1.0257287435835796,1.0,2,101
360,93,1.4647287435837262,1.0,2,101
361,22,1.1537287435836223,1.0,2,101
362,129,2.0129467370993197,1.0,2,102
363,139,1.0449467370989967,1.0,2,102
364,125,0.9599467370949608,0.0,2,102
365,50,1.0097287435795668,0.0,2,101
366,18,2.671728743580122,0.0,2,101
367,79,1.2917287435836684,1.0,2,101
368,5,0.9067287435835399,1.0,2,101
369,28,1.7377287435798099,0.0,2,101
370,88,1.3777287435836971,1.0,2,101
371,82,0.9627287435835586,1.0,2,101
372,69,2.2987287435799972,0.0,2,101
373,103,0.9459467370989636,1.0,2,102
374,54,1.2717287435836617,1.0,2,101
375,26,0.9347287435835493,1.0,2,101
376,8,0.8477287435835202,1.0,2,101
377,147,1.5809467370991757,1.0,2,102
378,95,1.6387287435797768,0.0,2,101
379,71,1.2987287435836707,1.0,2,101
380,106,1.0259467370989903,1.0,2,102
381,48,0.7857287435834995,1.0,2,101
382,96,1.0787287435795898,0.0,2,101
383,72,1.155728743583623,1.0,2,101
384,31,1.0307287435835812,1.0,2,101
385,13,1.004728743579565,0.0,2,101
386,122,0.9809467370949678,0.0,2,102
387,70,1.1477287435836203,1.0,2,101
388,77,2.169728743579954,0.0,2,101
389,97,1.1937287435796282,0.0,2,101
390,81,0.930728743583548,1.0,2,101
391,3,0.9857287435835663,1.0,2,101
392,52,0.7807287435794904,0.0,2,101
393,78,1.2467287435836534,1.0,2,101
394,80,1.3157287435836764,1.0,2,101
395,108,0.8449467370989299,1.0,2,102
396,2,1.2937287435796616,0.0,2,101
397,33,1.25872874357965,0.0,2,101
398,49,1.778728743583831,1.0,2,101
399,0,1.1687287435796199,0.0,2,101
400,102,0.9199467370949475,0.0,2,102
401,110,1.045946737098997,1.0,2,102
402,104,1.3109467370990855,1.0,2,102
403,101,0.792946737094905,0.0,2,102
404,58,1.0227287435835786,1.0,2,101
405,89,1.0097287435795668,0.0,2,101
406,32,1.1177287435836103,1.0,2,101
407,68,0.7757287435834962,1.0,2,101
408,87,1.1117287435796008,0.0,2,101
409,144,1.4609467370991356,1.0,2,102
410,84,1.4547287435837228,1.0,2,101
411,64,1.531728743579741,0.0,2,101
412,114,1.126946737099024,1.0,2,102
413,29,1.23672874358365,1.0,2,101
414,11,0.8617287435835249,1.0,2,101
415,67,1.044728743583586,1.0,2,101
416,99,1.0749467370990067,1.0,2,102
417,9,1.216728743579636,0.0,2,101
418,75,0.7677287435834935,1.0,2,101
419,115,2.255946737099401,1.0,2,102
420,53,0.9137287435835423,1.0,2,101
421,140,1.1429467370990294,1.0,2,102
422,37,1.1927287435796279,0.0,2,101
423,43,0.9077287435795328,0.0,2,101
424,44,1.1787287435796232,0.0,2,101
425,76,1.2007287435796306,0.0,2,101
426,20,0.9587287435835573,1.0,2,101
427,112,1.108946737099018,1.0,2,102
428,60,2.1327287435839493,1.0,2,101
429,56,1.752728743579815,0.0,2,101
430,61,0.8127287435795011,0.0,2,101
431,142,1.415946737095113,0.0,2,102
432,92,1.0557287435835896,1.0,2,101
433,134,2.1029467370993498,1.0,2,102
434,111,1.669946737095198,0.0,2,102
435,109,0.991946737098979,1.0,2,102
436,130,1.0889467370990114,1.0,2,102
437,36,1.9857287435839002,1.0,2,101
438,24,0.8877287435795261,0.0,2,101
439,90,1.11672874358361,1.0,2,101
440,118,1.2789467370990748,1.0,2,102
441,4,1.4017287435837051,1.0,2,101
442,42,0.963728743583559,1.0,2,101
443,7,1.5577287435797498,0.0,2,101
444,14,0.8957216669745259,1.0,3,101
445,12,0.991721666974558,1.0,3,101
446,134,1.7385224420344234,0.0,3,102
447,98,1.5245224420383594,1.0,3,102
448,18,1.1007216669745943,1.0,3,101
449,126,1.7555224420384365,1.0,3,102
450,142,1.2725224420382752,1.0,3,102
451,77,0.9177216669705258,0.0,3,101
452,113,1.2325224420342544,0.0,3,102
453,64,1.0597216669745806,1.0,3,101
454,108,1.0895224420342067,0.0,3,102
455,87,1.3597216669746808,1.0,3,101
456,121,1.0535224420341947,0.0,3,102
457,109,1.3295224420342868,0.0,3,102
458,144,0.7945224420381157,1.0,3,102
459,40,1.1767216669746197,1.0,3,101
460,72,1.5917216669707508,0.0,3,101
461,22,1.3147216669746657,1.0,3,101
462,42,0.8727216669705108,0.0,3,101
463,74,1.1837216669706145,0.0,3,101
464,38,1.165721666974616,1.0,3,101
465,138,1.0945224420342083,0.0,3,102
466,7,1.2397216669706332,0.0,3,101
467,17,1.1057216669705885,0.0,3,101
468,2,1.1247216669705948,0.0,3,101
469,135,0.8285224420381271,1.0,3,102
470,60,1.0447216669705681,0.0,3,101
471,1,0.8657216669705085,0.0,3,101
472,19,0.9607216669705402,0.0,3,101
473,23,3.1917216669752935,1.0,3,101
474,28,1.0227216669745682,1.0,3,101
475,4,1.1357216669705985,0.0,3,101
476,146,1.6835224420384125,1.0,3,102
477,70,1.4847216669747225,1.0,3,101
478,115,1.4415224420343242,0.0,3,102
479,3,1.0377216669705658,0.0,3,101
480,45,1.1767216669706122,0.0,3,101
481,31,1.800721666974828,1.0,3,101
482,59,0.7687216669704761,0.0,3,101
483,49,1.0527216669705708,0.0,3,101
484,123,0.8335224420381288,1.0,3,102
485,41,1.1817216669706139,0.0,3,101
486,5,1.8327216669708313,0.0,3,101
487,71,1.1157216669745993,1.0,3,101
488,122,0.7555224420381027,1.0,3,102
489,44,1.5267216669747365,1.0,3,101
490,132,1.4125224420343145,0.0,3,102
491,99,1.3045224420342785,0.0,3,102
492,39,0.8867216669705155,0.0,3,101
493,119,1.7175224420384239,1.0,3,102
494,147,0.7815224420341039,0.0,3,102
495,69,0.8117216669744979,1.0,3,101
496,88,0.9627216669705408,0.0,3,101
497,37,1.0167216669745662,1.0,3,101
498,67,0.7947216669704847,0.0,3,101
499,25,1.0257216669745692,1.0,3,101
500,75,1.4267216669747032,1.0,3,101
501,105,1.0525224420341943,0.0,3,102
502,50,1.303721666974662,1.0,3,101
503,130,0.7155224420380893,1.0,3,102
504,15,1.1367216669705988,0.0,3,101
505,117,1.1775224420382435,1.0,3,102
506,63,1.4637216669747155,1.0,3,101
507,91,0.949721666974544,1.0,3,101
508,34,1.641721666974775,1.0,3,101
509,143,1.2525224420382686,1.0,3,102
510,62,1.49972166697072,0.0,3,101
511,26,0.9247216669745356,1.0,3,101
512,102,0.9605224420341637,0.0,3,102
513,51,1.0197216669745672,1.0,3,101
514,76,1.328721666970663,0.0,3,101
515,29,1.544721666970735,0.0,3,101
516,139,0.7705224420381077,1.0,3,102
517,93,0.93772166697454,1.0,3,101
518,111,2.1035224420345453,0.0,3,102
519,86,1.1857216669706152,0.0,3,101
520,21,0.9897216669745573,1.0,3,101
521,8,0.8927216669705175,0.0,3,101
522,95,0.8027216669704874,0.0,3,101
523,58,0.949721666974544,1.0,3,101
524,90,0.9077216669705225,0.0,3,101
525,81,1.328721666970663,0.0,3,101
526,27,1.1877216669746233,1.0,3,101
527,131,1.1785224420382439,1.0,3,102
528,61,2.0837216669749226,1.0,3,101
529,32,0.8277216669745032,1.0,3,101
530,52,1.3387216669706663,0.0,3,101
531,10,1.7697216669748177,1.0,3,101
532,84,0.9077216669745299,1.0,3,101
533,79,2.3997216669710206,0.0,3,101
534,9,2.1607216669749483,1.0,3,101
535,140,0.774522442038109,1.0,3,102
536,54,0.8487216669705028,0.0,3,101
537,89,1.0007216669705534,0.0,3,101
538,94,1.764721666974816,1.0,3,101
539,85,1.789721666970817,0.0,3,101
540,104,0.8215224420381247,1.0,3,102
541,65,1.1367216669746063,1.0,3,101
542,46,1.1147216669705915,0.0,3,101
543,141,1.0555224420382028,1.0,3,102
544,137,1.861522442038472,1.0,3,102
545,114,1.0015224420341773,0.0,3,102
546,106,1.3835224420343049,0.0,3,102
547,33,1.0167216669745662,1.0,3,101
548,56,1.0457216669705685,0.0,3,101
549,48,0.8457216669745092,1.0,3,101
550,103,0.8285224420341196,0.0,3,102
551,97,1.2667216669706423,0.0,3,101
552,125,0.7875224420381134,1.0,3,102
553,118,1.032522442038195,1.0,3,102
554,120,1.63852244203439,0.0,3,102
555,80,0.8917216669705171,0.0,3,101
556,43,0.9677216669705425,0.0,3,101
557,128,0.8585224420381371,1.0,3,102
558,20,1.8237216669708283,0.0,3,101
559,127,1.3925224420343079,0.0,3,102
560,96,1.005721666970555,0.0,3,101
561,129,1.026522442038193,1.0,3,102
562,82,0.7917216669744912,1.0,3,101
563,83,0.7407216669744742,1.0,3,101
564,6,1.0497216669705698,0.0,3,101
565,107,0.8175224420381234,1.0,3,102
566,136,1.4165224420383233,1.0,3,102
567,68,0.8937216669745253,1.0,3,101
568,145,0.7525224420381017,1.0,3,102
569,16,0.8227216669704941,0.0,3,101
570,66,0.8507216669705034,0.0,3,101
571,101,0.8605224420381378,1.0,3,102
572,0,0.8387216669745069,1.0,3,101
573,47,0.8217216669745012,1.0,3,101
574,57,2.8637216669711756,0.0,3,101
575,100,1.3065224420342791,0.0,3,102
576,124,0.8405224420381311,1.0,3,102
577,24,0.8607216669745142,1.0,3,101
578,35,0.7947216669704847,0.0,3,101
579,92,0.8477216669705024,0.0,3,101
580,112,1.2095224420382542,1.0,3,102
581,133,1.6385224420383975,1.0,3,102
582,55,0.7077216669704557,0.0,3,101
583,73,1.093721666974592,1.0,3,101
584,13,1.433721666970698,0.0,3,101
585,116,1.1015224420382181,1.0,3,102
586,53,1.2577216669706393,0.0,3,101
587,36,1.0307216669705634,0.0,3,101
588,78,0.8107216669744975,1.0,3,101
589,110,0.9065224420341457,0.0,3,102
590,11,1.2397216669746407,1.0,3,101
591,30,1.1567216669706055,0.0,3,101
592,61,0.9110419588005942,0.0,4,101
593,94,0.8740419588045893,1.0,4,101
594,31,1.3090419588007272,0.0,4,101
595,132,0.8500011603198382,1.0,4,102
596,14,0.831041958804575,1.0,4,101
597,19,2.5200419588051393,1.0,4,101
598,51,1.1080419588046675,1.0,4,101
599,70,0.9590419588046177,1.0,4,101
600,59,1.223041958804706,1.0,4,101
601,120,0.9920011603198856,1.0,4,102
602,2,1.1950419588046965,1.0,4,101
603,16,0.8630419588045857,1.0,4,101
604,5,1.7300419588048752,1.0,4,101
605,46,1.171041958800681,0.0,4,101
606,42,1.7180419588048712,1.0,4,101
607,33,1.0180419588046374,1.0,4,101
608,53,1.4980419588047977,1.0,4,101
609,62,1.1840419588046929,1.0,4,101
610,91,1.424041958804773,1.0,4,101
611,125,0.7690011603158037,0.0,4,102
612,106,0.7760011603198135,1.0,4,102
613,137,1.1300011603199316,1.0,4,102
614,10,1.014041958804636,1.0,4,101
615,143,0.8720011603198455,1.0,4,102
616,142,0.7840011603198161,1.0,4,102
617,37,0.9750419588046231,1.0,4,101
618,35,1.4920419588047957,1.0,4,101
619,32,1.0320419588006347,0.0,4,101
620,64,1.063041958800645,0.0,4,101
621,116,0.8770011603158397,0.0,4,102
622,15,0.867041958804587,1.0,4,101
623,90,2.1020419588049997,1.0,4,101
624,108,1.2070011603199573,1.0,4,102
625,79,1.1150419588006624,0.0,4,101
626,78,1.4230419588047727,1.0,4,101
627,115,0.7270011603197971,1.0,4,102
628,144,0.7460011603198035,1.0,4,102
629,43,2.6960419588011906,0.0,4,101
630,30,1.2400419588007041,0.0,4,101
631,88,1.0750419588046565,1.0,4,101
632,130,1.5140011603200598,1.0,4,102
633,13,1.0770419588006497,0.0,4,101
634,39,5.006041958801962,0.0,4,101
635,123,0.8180011603198275,1.0,4,102
636,6,0.8860419588045934,1.0,4,101
637,141,1.8100011603201587,1.0,4,102
638,138,1.0590011603199079,1.0,4,102
639,85,0.9630419588046191,1.0,4,101
640,9,0.8420419588045787,1.0,4,101
641,20,1.014041958804636,1.0,4,101
642,8,1.9370419588009369,0.0,4,101
643,0,0.7840419588045593,1.0,4,101
644,101,1.0200011603198949,1.0,4,102
645,83,0.9130419588005949,0.0,4,101
646,68,1.180041958800684,0.0,4,101
647,117,1.5630011603200762,1.0,4,102
648,89,1.0310419588006343,0.0,4,101
649,1,1.8290419588009008,0.0,4,101
650,107,1.4530011603200395,1.0,4,102
651,71,0.8120419588045686,1.0,4,101
652,96,0.9950419588046298,1.0,4,101
653,136,1.3040011603199897,1.0,4,102
654,112,0.9450011603198699,1.0,4,102
655,50,1.5920419588048291,1.0,4,101
656,23,1.2550419588007091,0.0,4,101
657,129,0.9750011603198799,1.0,4,102
658,95,0.9110419588046017,1.0,4,101
659,126,0.7720011603198121,1.0,4,102
660,102,0.7740011603198128,1.0,4,102
661,27,1.2630419588007118,0.0,4,101
662,73,1.1250419588046732,1.0,4,101
663,139,0.9830011603198826,1.0,4,102
664,52,2.311041958801062,0.0,4,101
665,69,0.8760419588005826,0.0,4,101
666,24,1.3410419588007378,0.0,4,101
667,21,2.9120419588052693,1.0,4,101
668,58,1.093041958800655,0.0,4,101
669,28,2.9070419588052685,1.0,4,101
